id	class	class2	name
338_IS91_CP000034.1	Insertion_element	insertion_element_IS91	IS91
342_IS91_CP000034.1	Insertion_element	insertion_element_IS91	IS91
354_IS91_LGMW01000121.1	Insertion_element	insertion_element_IS91	IS91
355_IS91_CP001384.1	Insertion_element	insertion_element_IS91	IS91
358_IS91_AQCM01000121.1	Insertion_element	insertion_element_IS91	IS91
362_IS91_CP003742.1	Insertion_element	insertion_element_IS91	IS91
364_IS91_AQBB01000038.1	Insertion_element	insertion_element_IS91	IS91
365_IS91_MLZI01000057.1	Insertion_element	insertion_element_IS91	IS91
373_IS91_AQEW01000015.1	Insertion_element	insertion_element_IS91	IS91
374_IS91_AQAU01000017.1	Insertion_element	insertion_element_IS91	IS91
377_IS91_AFAS01000241.1	Insertion_element	insertion_element_IS91	IS91
388_IS91_CXGV01000152.1	Insertion_element	insertion_element_IS91	IS91
393_IS91_APYO01000088.1	Insertion_element	insertion_element_IS91	IS91
396_IS91_LGMC01000131.1	Insertion_element	insertion_element_IS91	IS91
399_IS91_AQBB01000072.1	Insertion_element	insertion_element_IS91	IS91
406_IS91_CP018710.1	Insertion_element	insertion_element_IS91	IS91
410_IS91_JMGV01000152.1	Insertion_element	insertion_element_IS91	IS91
413_IS91_APXW01000017.1	Insertion_element	insertion_element_IS91	IS91
416_IS91_MOLD01000168.1	Insertion_element	insertion_element_IS91	IS91
417_IS91_MNPA01000063.1	Insertion_element	insertion_element_IS91	IS91
418_IS91_AF348706.1	Insertion_element	insertion_element_IS91	IS91
423_IS91_CP017633.1	Insertion_element	insertion_element_IS91	IS91
424_IS91_MKJR01000036.1	Insertion_element	insertion_element_IS91	IS91
425_IS91_AQDR01000015.1	Insertion_element	insertion_element_IS91	IS91
426_IS91_CP001921.1	Insertion_element	insertion_element_IS91	IS91
431_IS91_MSKG01000425.1	Insertion_element	insertion_element_IS91	IS91
433_IS91_LRLR01000164.1	Insertion_element	insertion_element_IS91	IS91
435_IS91_MSJT01000438.1	Insertion_element	insertion_element_IS91	IS91
436_IS91_AOGM01000145.1	Insertion_element	insertion_element_IS91	IS91
447_IS91_CP000473.1	Insertion_element	insertion_element_IS91	IS91
448_IS91_AP012273.1	Insertion_element	insertion_element_IS91	IS91
450_IS91_AQDV01000025.1	Insertion_element	insertion_element_IS91	IS91
454_IS91_JNQN01000086.1	Insertion_element	insertion_element_IS91	IS91
455_IS91_CYGC01000053.1	Insertion_element	insertion_element_IS91	IS91
456_IS91_CP003837.1	Insertion_element	insertion_element_IS91	IS91
459_IS91_MLZI01000039.1	Insertion_element	insertion_element_IS91	IS91
461_IS91_CXDF01000209.1	Insertion_element	insertion_element_IS91	IS91
462_IS91_CP002738.1	Insertion_element	insertion_element_IS91	IS91
463_IS91_APYJ01000108.1	Insertion_element	insertion_element_IS91	IS91
465_IS91_LRKZ01000069.1	Insertion_element	insertion_element_IS91	IS91
466_IS91_CP001918.1	Insertion_element	insertion_element_IS91	IS91
467_IS91_JOQM01000132.1	Insertion_element	insertion_element_IS91	IS91
469_IS91_LGMC01000232.1	Insertion_element	insertion_element_IS91	IS91
470_IS91_MOIA01000080.1	Insertion_element	insertion_element_IS91	IS91
471_IS91_LRKH01000086.1	Insertion_element	insertion_element_IS91	IS91
472_IS91_FN822745.1	Insertion_element	insertion_element_IS91	IS91
474_IS91_AY545598.5	Insertion_element	insertion_element_IS91	IS91
476_IS91_APYO01000094.1	Insertion_element	insertion_element_IS91	IS91
478_IS91_LGMW01000067.1	Insertion_element	insertion_element_IS91	IS91
484_IS91_CYEP01000047.1	Insertion_element	insertion_element_IS91	IS91
486_IS91_CP001252.1	Insertion_element	insertion_element_IS91	IS91
487_IS91_CP001384.1	Insertion_element	insertion_element_IS91	IS91
488_IS91_LRMA01000117.1	Insertion_element	insertion_element_IS91	IS91
490_IS91_CP013251.1	Insertion_element	insertion_element_IS91	IS91
492_IS91_JNMV01000066.1	Insertion_element	insertion_element_IS91	IS91
502_IS91_MOIM01000174.1	Insertion_element	insertion_element_IS91	IS91
503_IS91_CP002738.1	Insertion_element	insertion_element_IS91	IS91
504_IS91_AQBA01000034.1	Insertion_element	insertion_element_IS91	IS91
507_IS91_AQBD01000003.1	Insertion_element	insertion_element_IS91	IS91
509_IS91_LGMY01000073.1	Insertion_element	insertion_element_IS91	IS91
510_IS91_AQAW01000076.1	Insertion_element	insertion_element_IS91	IS91
511_IS91_CP002417.1	Insertion_element	insertion_element_IS91	IS91
512_IS91_CP000913.1	Insertion_element	insertion_element_IS91	IS91
514_IS91_MRWY01000004.1	Insertion_element	insertion_element_IS91	IS91
515_IS91_MIWW01000160.1	Insertion_element	insertion_element_IS91	IS91
516_IS91_LGMT01000156.1	Insertion_element	insertion_element_IS91	IS91
518_IS91_FO203503.1	Insertion_element	insertion_element_IS91	IS91
519_IS91_LGMW01000167.1	Insertion_element	insertion_element_IS91	IS91
522_IS91_AQAU01000033.1	Insertion_element	insertion_element_IS91	IS91
523_IS91_CP003742.1	Insertion_element	insertion_element_IS91	IS91
525_IS91_MNPD01000059.1	Insertion_element	insertion_element_IS91	IS91
529_IS91_AQCT01000008.1	Insertion_element	insertion_element_IS91	IS91
531_IS91_LGNE01000133.1	Insertion_element	insertion_element_IS91	IS91
532_IS91_MQAA01000013.1	Insertion_element	insertion_element_IS91	IS91
534_IS91_AQAT01000123.1	Insertion_element	insertion_element_IS91	IS91
537_IS91_APXD01000215.1	Insertion_element	insertion_element_IS91	IS91
538_IS91_AQDZ01000117.1	Insertion_element	insertion_element_IS91	IS91
540_IS91_CU459003.1	Insertion_element	insertion_element_IS91	IS91
546_IS91_AQDD01000044.1	Insertion_element	insertion_element_IS91	IS91
555_IS91_LGMW01000068.1	Insertion_element	insertion_element_IS91	IS91
558_IS91_JOSO01000067.1	Insertion_element	insertion_element_IS91	IS91
560_IS91_LRLF01000202.1	Insertion_element	insertion_element_IS91	IS91
563_IS91_CP001918.1	Insertion_element	insertion_element_IS91	IS91
566_IS91_LRKB01000150.1	Insertion_element	insertion_element_IS91	IS91
568_IS91_MIVN01000038.1	Insertion_element	insertion_element_IS91	IS91
570_IS91_LRKX01000162.1	Insertion_element	insertion_element_IS91	IS91
580_IS91_FN649418.1	Insertion_element	insertion_element_IS91	IS91
582_IS91_CP002186.1	Insertion_element	insertion_element_IS91	IS91
583_IS91_CU928162.2	Insertion_element	insertion_element_IS91	IS91
587_IS91_AVVC01000064.1	Insertion_element	insertion_element_IS91	IS91
588_IS91_AAMJ02000093.1	Insertion_element	insertion_element_IS91	IS91
598_IS91_AQAW01000027.1	Insertion_element	insertion_element_IS91	IS91
599_IS91_CP004852.1	Insertion_element	insertion_element_IS91	IS91
600_IS91_MJIC01000004.1	Insertion_element	insertion_element_IS91	IS91
601_IS91_AQBD01000009.1	Insertion_element	insertion_element_IS91	IS91
603_IS91_MIIV01000083.1	Insertion_element	insertion_element_IS91	IS91
604_IS91_CP001052.1	Insertion_element	insertion_element_IS91	IS91
605_IS91_LRLG01000089.1	Insertion_element	insertion_element_IS91	IS91
606_IS91_AIEV01000007.1	Insertion_element	insertion_element_IS91	IS91
609_IS91_CP002783.1	Insertion_element	insertion_element_IS91	IS91
610_IS91_MIIV01000206.1	Insertion_element	insertion_element_IS91	IS91
612_IS91_CP000036.1	Insertion_element	insertion_element_IS91	IS91
615_IS91_CP000618.1	Insertion_element	insertion_element_IS91	IS91
617_IS91_MJVB01000036.1	Insertion_element	insertion_element_IS91	IS91
618_IS91_LGMY01000029.1	Insertion_element	insertion_element_IS91	IS91
619_IS91_AQAT01000100.1	Insertion_element	insertion_element_IS91	IS91
623_IS91_APXB01000113.1	Insertion_element	insertion_element_IS91	IS91
625_IS91_CP001383.1	Insertion_element	insertion_element_IS91	IS91
632_IS91_CP002868.1	Insertion_element	insertion_element_IS91	IS91
637_IS91_CP002186.1	Insertion_element	insertion_element_IS91	IS91
641_IS91_CP005973.1	Insertion_element	insertion_element_IS91	IS91
644_IS91_CP003742.1	Insertion_element	insertion_element_IS91	IS91
647_IS91_JNQO01000039.1	Insertion_element	insertion_element_IS91	IS91
656_IS91_AQAW01000116.1	Insertion_element	insertion_element_IS91	IS91
658_IS91_CP002738.1	Insertion_element	insertion_element_IS91	IS91
663_IS91_LGMS01000185.1	Insertion_element	insertion_element_IS91	IS91
666_IS91_LRLU01000254.1	Insertion_element	insertion_element_IS91	IS91
668_IS91_APYJ01000096.1	Insertion_element	insertion_element_IS91	IS91
669_IS91_MKJQ01000023.1	Insertion_element	insertion_element_IS91	IS91
671_IS91_AQAX01000029.1	Insertion_element	insertion_element_IS91	IS91
676_IS91_CP000749.1	Insertion_element	insertion_element_IS91	IS91
677_IS91_MSKC01000377.1	Insertion_element	insertion_element_IS91	IS91
678_IS91_CP018775.1	Insertion_element	insertion_element_IS91	IS91
680_IS91_CXBJ01000306.1	Insertion_element	insertion_element_IS91	IS91
683_IS91_CP013729.1	Insertion_element	insertion_element_IS91	IS91
685_IS91_LGME01000139.1	Insertion_element	insertion_element_IS91	IS91
686_IS91_CP000503.1	Insertion_element	insertion_element_IS91	IS91
687_IS91_LGMY01000030.1	Insertion_element	insertion_element_IS91	IS91
694_IS91_AE014073.1	Insertion_element	insertion_element_IS91	IS91
695_IS91_CP002616.1	Insertion_element	insertion_element_IS91	IS91
696_IS91_AF074613.1	Insertion_element	insertion_element_IS91	IS91
697_IS91_CP009632.1	Insertion_element	insertion_element_IS91	IS91
700_IS91_JNMU01000145.1	Insertion_element	insertion_element_IS91	IS91
701_IS91_APZR01000041.1	Insertion_element	insertion_element_IS91	IS91
703_IS91_LGNA01000003.1	Insertion_element	insertion_element_IS91	IS91
707_IS91_MSKG01000382.1	Insertion_element	insertion_element_IS91	IS91
708_IS91_MJHW01000008.1	Insertion_element	insertion_element_IS91	IS91
709_IS91_JOQU01000022.1	Insertion_element	insertion_element_IS91	IS91
714_IS91_CP003150.1	Insertion_element	insertion_element_IS91	IS91
719_IS91_MIVX01000023.1	Insertion_element	insertion_element_IS91	IS91
720_IS91_MOHK01000618.1	Insertion_element	insertion_element_IS91	IS91
727_IS91_CP002657.1	Insertion_element	insertion_element_IS91	IS91
736_IS91_CP000891.1	Insertion_element	insertion_element_IS91	IS91
737_IS91_AQEO01000016.1	Insertion_element	insertion_element_IS91	IS91
740_IS91_CP017770.1	Insertion_element	insertion_element_IS91	IS91
741_IS91_AQDP01000055.1	Insertion_element	insertion_element_IS91	IS91
742_IS91_CP000891.1	Insertion_element	insertion_element_IS91	IS91
743_IS91_CP018817.1	Insertion_element	insertion_element_IS91	IS91
747_IS91_HE970764.1	Insertion_element	insertion_element_IS91	IS91
751_IS91_CP000539.1	Insertion_element	insertion_element_IS91	IS91
761_IS91_LRLP01000112.1	Insertion_element	insertion_element_IS91	IS91
762_IS91_CYEF01000052.1	Insertion_element	insertion_element_IS91	IS91
766_IS91_CP000616.1	Insertion_element	insertion_element_IS91	IS91
767_IS91_APXD01000215.1	Insertion_element	insertion_element_IS91	IS91
770_IS91_AAND01000006.1	Insertion_element	insertion_element_IS91	IS91
772_IS91_CP002616.1	Insertion_element	insertion_element_IS91	IS91
773_IS91_CP001918.1	Insertion_element	insertion_element_IS91	IS91
774_IS91_CP017447.1	Insertion_element	insertion_element_IS91	IS91
775_IS91_MOHT01000119.1	Insertion_element	insertion_element_IS91	IS91
778_IS91_CP002738.1	Insertion_element	insertion_element_IS91	IS91
780_IS91_MIIY01000592.1	Insertion_element	insertion_element_IS91	IS91
782_IS91_CP007567.1	Insertion_element	insertion_element_IS91	IS91
783_IS91_MSJV01000504.1	Insertion_element	insertion_element_IS91	IS91
802_IS91_AQAV01000154.1	Insertion_element	insertion_element_IS91	IS91
808_IS91_APYR01000089.1	Insertion_element	insertion_element_IS91	IS91
813_IS91_MCFX02000002.1	Insertion_element	insertion_element_IS91	IS91
814_IS91_CP002383.1	Insertion_element	insertion_element_IS91	IS91
815_IS91_AERO01000170.1	Insertion_element	insertion_element_IS91	IS91
826_IS91_CP001383.1	Insertion_element	insertion_element_IS91	IS91
827_IS91_AY879342.1	Insertion_element	insertion_element_IS91	IS91
829_IS91_MOFD01000166.1	Insertion_element	insertion_element_IS91	IS91
837_IS91_APXX01000181.1	Insertion_element	insertion_element_IS91	IS91
839_IS91_CP000539.1	Insertion_element	insertion_element_IS91	IS91
842_IS91_CU459003.1	Insertion_element	insertion_element_IS91	IS91
845_IS91_FM177140.1	Insertion_element	insertion_element_IS91	IS91
847_IS91_LK021130.1	Insertion_element	insertion_element_IS91	IS91
848_IS91_LRKT01000253.1	Insertion_element	insertion_element_IS91	IS91
849_IS91_CP001013.1	Insertion_element	insertion_element_IS91	IS91
852_IS91_LRLB01000074.1	Insertion_element	insertion_element_IS91	IS91
854_IS91_LN997846.1	Insertion_element	insertion_element_IS91	IS91
855_IS91_CXZV01000067.1	Insertion_element	insertion_element_IS91	IS91
857_IS91_CP007448.1	Insertion_element	insertion_element_IS91	IS91
858_IS91_CP003150.1	Insertion_element	insertion_element_IS91	IS91
859_IS91_CWWT01000209.1	Insertion_element	insertion_element_IS91	IS91
862_IS91_LGMY01000049.1	Insertion_element	insertion_element_IS91	IS91
864_IS91_CU928147.1	Insertion_element	insertion_element_IS91	IS91
865_IS91_FN649418.1	Insertion_element	insertion_element_IS91	IS91
867_IS91_APXT01000056.1	Insertion_element	insertion_element_IS91	IS91
869_IS91_CP003837.1	Insertion_element	insertion_element_IS91	IS91
870_IS91_CP001635.1	Insertion_element	insertion_element_IS91	IS91
880_IS91_CP004387.1	Insertion_element	insertion_element_IS91	IS91
883_IS91_LGMY01000267.1	Insertion_element	insertion_element_IS91	IS91
885_IS91_CP013251.1	Insertion_element	insertion_element_IS91	IS91
887_IS91_AVWB01000057.1	Insertion_element	insertion_element_IS91	IS91
888_IS91_CU459003.1	Insertion_element	insertion_element_IS91	IS91
889_IS91_ANZB01000001.1	Insertion_element	insertion_element_IS91	IS91
890_IS91_CP004851.1	Insertion_element	insertion_element_IS91	IS91
891_IS91_CP004393.1	Insertion_element	insertion_element_IS91	IS91
892_IS91_CP004387.1	Insertion_element	insertion_element_IS91	IS91
893_IS91_CP003837.1	Insertion_element	insertion_element_IS91	IS91
894_IS91_AQDT01000099.1	Insertion_element	insertion_element_IS91	IS91
896_IS91_AAOH01000001.1	Insertion_element	insertion_element_IS91	IS91
897_IS91_ABLD01000034.1	Insertion_element	insertion_element_IS91	IS91
898_IS91_CP019296.1	Insertion_element	insertion_element_IS91	IS91
900_IS91_AERM01000224.1	Insertion_element	insertion_element_IS91	IS91
902_IS91_MLPZ01000009.1	Insertion_element	insertion_element_IS91	IS91
907_IS91_CP003235.1	Insertion_element	insertion_element_IS91	IS91
908_IS91_LRKF01000083.1	Insertion_element	insertion_element_IS91	IS91
909_IS91_CP000503.1	Insertion_element	insertion_element_IS91	IS91
911_IS91_JNMR01000037.1	Insertion_element	insertion_element_IS91	IS91
912_IS91_CU928162.2	Insertion_element	insertion_element_IS91	IS91
928_IS91_CP005973.1	Insertion_element	insertion_element_IS91	IS91
952_IS91_CP003740.1	Insertion_element	insertion_element_IS91	IS91
959_IS91_AP014651.1	Insertion_element	insertion_element_IS91	IS91
962_IS91_CP000851.1	Insertion_element	insertion_element_IS91	IS91
969_IS91_APZP01000164.1	Insertion_element	insertion_element_IS91	IS91
970_IS91_MOMM01000027.1	Insertion_element	insertion_element_IS91	IS91
971_IS91_MIWD01000140.1	Insertion_element	insertion_element_IS91	IS91
972_IS91_CP001349.1	Insertion_element	insertion_element_IS91	IS91
973_IS91_CP002730.1	Insertion_element	insertion_element_IS91	IS91
974_IS91_CP002449.1	Insertion_element	insertion_element_IS91	IS91
980_IS91_JOOW01000006.1	Insertion_element	insertion_element_IS91	IS91
981_IS91_CDSA010000003.1	Insertion_element	insertion_element_IS91	IS91
983_IS91_AQAV01000153.1	Insertion_element	insertion_element_IS91	IS91
984_IS91_MQRH01000041.1	Insertion_element	insertion_element_IS91	IS91
985_IS91_AGRD01000034.1	Insertion_element	insertion_element_IS91	IS91
986_IS91_HE798385.1	Insertion_element	insertion_element_IS91	IS91
987_IS91_CP000514.1	Insertion_element	insertion_element_IS91	IS91
988_IS91_AP012547.1	Insertion_element	insertion_element_IS91	IS91
989_IS91_AEHZ01000076.1	Insertion_element	insertion_element_IS91	IS91
991_IS91_AAOH01000001.1	Insertion_element	insertion_element_IS91	IS91
994_IS91_CP003837.1	Insertion_element	insertion_element_IS91	IS91
995_IS91_CP001046.1	Insertion_element	insertion_element_IS91	IS91
996_IS91_MIWW01000058.1	Insertion_element	insertion_element_IS91	IS91
1005_IS91_CP000891.1	Insertion_element	insertion_element_IS91	IS91
1007_IS91_CP017105.1	Insertion_element	insertion_element_IS91	IS91
1011_IS91_CP003740.1	Insertion_element	insertion_element_IS91	IS91
1012_IS91_CP018684.2	Insertion_element	insertion_element_IS91	IS91
1014_IS91_LGMY01000167.1	Insertion_element	insertion_element_IS91	IS91
1020_IS91_LFAQ01000019.1	Insertion_element	insertion_element_IS91	IS91
1025_IS91_CP000891.1	Insertion_element	insertion_element_IS91	IS91
1028_IS91_CP000490.1	Insertion_element	insertion_element_IS91	IS91
1029_IS91_AB702969.1	Insertion_element	insertion_element_IS91	IS91
1031_IS91_CP000490.1	Insertion_element	insertion_element_IS91	IS91
1035_IS91_FJ914220.1	Insertion_element	insertion_element_IS91	IS91
1038_IS91_MIXK01000058.1	Insertion_element	insertion_element_IS91	IS91
1041_IS91_AIGD01000018.1	Insertion_element	insertion_element_IS91	IS91
1042_IS91_CP000473.1	Insertion_element	insertion_element_IS91	IS91
1043_IS91_CP002160.1	Insertion_element	insertion_element_IS91	IS91
1045_IS91_CP000721.1	Insertion_element	insertion_element_IS91	IS91
1047_IS91_CP004393.1	Insertion_element	insertion_element_IS91	IS91
1053_IS91_MOXO01000337.1	Insertion_element	insertion_element_IS91	IS91
1054_IS91_AAUJ02000001.1	Insertion_element	insertion_element_IS91	IS91
1056_IS91_CP019240.1	Insertion_element	insertion_element_IS91	IS91
1063_IS91_LGMW01000066.1	Insertion_element	insertion_element_IS91	IS91
1064_IS91_FCOG02000101.1	Insertion_element	insertion_element_IS91	IS91
1065_IS91_LGMS01000178.1	Insertion_element	insertion_element_IS91	IS91
1066_IS91_CP001350.1	Insertion_element	insertion_element_IS91	IS91
1068_IS91_CP005966.1	Insertion_element	insertion_element_IS91	IS91
1075_IS91_MOFO01000088.1	Insertion_element	insertion_element_IS91	IS91
1080_IS91_LN554846.1	Insertion_element	insertion_element_IS91	IS91
1099_IS91_MNXT01000334.1	Insertion_element	insertion_element_IS91	IS91
1100_IS91_CP000690.1	Insertion_element	insertion_element_IS91	IS91
1104_IS91_CP002868.1	Insertion_element	insertion_element_IS91	IS91
1114_IS91_AELA02000034.1	Insertion_element	insertion_element_IS91	IS91
1126_IS91_CP000035.1	Insertion_element	insertion_element_IS91	IS91
1129_IS91_CP001715.1	Insertion_element	insertion_element_IS91	IS91
1165_IS91_JMGQ01000001.1	Insertion_element	insertion_element_IS91	IS91
1171_IS91_MSJY01000168.1	Insertion_element	insertion_element_IS91	IS91
1172_IS91_CP000539.1	Insertion_element	insertion_element_IS91	IS91
1173_IS91_CP000618.1	Insertion_element	insertion_element_IS91	IS91
1174_IS91_CP001046.1	Insertion_element	insertion_element_IS91	IS91
1179_IS91_AP014580.1	Insertion_element	insertion_element_IS91	IS91
1183_IS91_CP000681.1	Insertion_element	insertion_element_IS91	IS91
1184_IS91_CP000490.1	Insertion_element	insertion_element_IS91	IS91
1187_IS91_CXMY01000316.1	Insertion_element	insertion_element_IS91	IS91
1188_IS91_MIIJ01000023.1	Insertion_element	insertion_element_IS91	IS91
1189_IS91_LGMC01000237.1	Insertion_element	insertion_element_IS91	IS91
1192_IS91_FO203503.1	Insertion_element	insertion_element_IS91	IS91
1196_IS91_CP003740.1	Insertion_element	insertion_element_IS91	IS91
1198_IS91_CP000891.1	Insertion_element	insertion_element_IS91	IS91
1200_IS91_CP000503.1	Insertion_element	insertion_element_IS91	IS91
1202_IS91_AQDB01000097.1	Insertion_element	insertion_element_IS91	IS91
1205_IS91_CP002574.1	Insertion_element	insertion_element_IS91	IS91
1208_IS91_CP000721.1	Insertion_element	insertion_element_IS91	IS91
1209_IS91_AHUG01000018.1	Insertion_element	insertion_element_IS91	IS91
1210_IS91_MNXU01000079.1	Insertion_element	insertion_element_IS91	IS91
1211_IS91_MPGZ01000151.1	Insertion_element	insertion_element_IS91	IS91
1212_IS91_CXAZ01000340.1	Insertion_element	insertion_element_IS91	IS91
1213_IS91_CP005930.1	Insertion_element	insertion_element_IS91	IS91
1214_IS91_CYEP01000026.1	Insertion_element	insertion_element_IS91	IS91
1215_IS91_MOCQ01000095.1	Insertion_element	insertion_element_IS91	IS91
1217_IS91_CP003879.1	Insertion_element	insertion_element_IS91	IS91
1219_IS91_MJIC01000005.1	Insertion_element	insertion_element_IS91	IS91
1220_IS91_FM954972.2	Insertion_element	insertion_element_IS91	IS91
1224_IS91_CP000831.1	Insertion_element	insertion_element_IS91	IS91
1230_IS91_APYZ01000007.1	Insertion_element	insertion_element_IS91	IS91
1234_IS91_CP000698.1	Insertion_element	insertion_element_IS91	IS91
1243_IS91_LN554846.1	Insertion_element	insertion_element_IS91	IS91
1244_IS91_CP000529.1	Insertion_element	insertion_element_IS91	IS91
1245_IS91_AQAW01000167.1	Insertion_element	insertion_element_IS91	IS91
1247_IS91_CP003740.1	Insertion_element	insertion_element_IS91	IS91
1248_IS91_AP012304.1	Insertion_element	insertion_element_IS91	IS91
1249_IS91_CP003879.1	Insertion_element	insertion_element_IS91	IS91
1250_IS91_JRFO01000004.1	Insertion_element	insertion_element_IS91	IS91
1251_IS91_CP000616.1	Insertion_element	insertion_element_IS91	IS91
1252_IS91_APYM01000365.1	Insertion_element	insertion_element_IS91	IS91
1253_IS91_CP001087.1	Insertion_element	insertion_element_IS91	IS91
1254_IS91_CP003989.2	Insertion_element	insertion_element_IS91	IS91
1255_IS91_CP003740.1	Insertion_element	insertion_element_IS91	IS91
1256_IS91_LGTC01000001.1	Insertion_element	insertion_element_IS91	IS91
1269_IS91_CP002783.1	Insertion_element	insertion_element_IS91	IS91
1272_IS91_CP002028.1	Insertion_element	insertion_element_IS91	IS91
1273_IS91_CP003742.1	Insertion_element	insertion_element_IS91	IS91
1274_IS91_CP001349.1	Insertion_element	insertion_element_IS91	IS91
1276_IS91_CP000039.1	Insertion_element	insertion_element_IS91	IS91
1277_IS91_CP002287.1	Insertion_element	insertion_element_IS91	IS91
1282_IS91_AQAY01000084.1	Insertion_element	insertion_element_IS91	IS91
1284_IS91_MSDV01000044.1	Insertion_element	insertion_element_IS91	IS91
1291_IS91_AHIE01000006.1	Insertion_element	insertion_element_IS91	IS91
1294_IS91_CU928162.2	Insertion_element	insertion_element_IS91	IS91
1297_IS91_CP003837.1	Insertion_element	insertion_element_IS91	IS91
1299_IS91_LN554852.1	Insertion_element	insertion_element_IS91	IS91
1300_IS91_FN543503.1	Insertion_element	insertion_element_IS91	IS91
1303_IS91_MOKM01000292.1	Insertion_element	insertion_element_IS91	IS91
1307_IS91_AM902716.1	Insertion_element	insertion_element_IS91	IS91
1313_IS91_AQCN01000023.1	Insertion_element	insertion_element_IS91	IS91
1314_IS91_AQER01000011.1	Insertion_element	insertion_element_IS91	IS91
1320_IS91_CU928162.2	Insertion_element	insertion_element_IS91	IS91
1330_IS91_CXES01000100.1	Insertion_element	insertion_element_IS91	IS91
1339_IS91_CP009122.1	Insertion_element	insertion_element_IS91	IS91
1357_IS91_FCOK02000015.1	Insertion_element	insertion_element_IS91	IS91
1377_IS91_AQAT01000033.1	Insertion_element	insertion_element_IS91	IS91
1380_IS91_CP018683.2	Insertion_element	insertion_element_IS91	IS91
1381_IS91_APLF01000054.1	Insertion_element	insertion_element_IS91	IS91
1383_IS91_MIWB01000054.1	Insertion_element	insertion_element_IS91	IS91
1384_IS91_MOKM01000293.1	Insertion_element	insertion_element_IS91	IS91
1385_IS91_MPUM01000119.1	Insertion_element	insertion_element_IS91	IS91
1386_IS91_CP003060.1	Insertion_element	insertion_element_IS91	IS91
1388_IS91_CP003837.1	Insertion_element	insertion_element_IS91	IS91
1391_IS91_CP002783.1	Insertion_element	insertion_element_IS91	IS91
1392_IS91_LRLV01000105.1	Insertion_element	insertion_element_IS91	IS91
1397_IS91_MNRX01000006.1	Insertion_element	insertion_element_IS91	IS91
1398_IS91_MKEM01000335.1	Insertion_element	insertion_element_IS91	IS91
1399_IS91_DQ388534.1	Insertion_element	insertion_element_IS91	IS91
1401_IS91_CP000616.1	Insertion_element	insertion_element_IS91	IS91
1402_IS91_CP000356.1	Insertion_element	insertion_element_IS91	IS91
1404_IS91_CP003742.1	Insertion_element	insertion_element_IS91	IS91
1405_IS91_JOSO01000047.1	Insertion_element	insertion_element_IS91	IS91
1406_IS91_ANZB01000012.1	Insertion_element	insertion_element_IS91	IS91
